lemma,language_code,status
cast,en,PENDING
castle,en,PENDING
casual,en,PENDING
casualty,en,PENDING
cat,en,PENDING
catalogue,en,PENDING
catch,en,PENDING
categorize,en,PENDING
category,en,PENDING
cater,en,PENDING
cattle,en,PENDING
causal,en,PENDING
causation,en,PENDING
cause,en,PENDING
caused by sth,en,PENDING
caused by,en,PENDING
caution,en,PENDING
cautious,en,PENDING
cave,en,PENDING
cd,en,PENDING
cease,en,PENDING
ceiling,en,PENDING
celebrate,en,PENDING
celebratio,en,PENDING
celebration,en,PENDING
cell phone,en,PENDING
cell,en,PENDING
cellphone,en,PENDING
cemetery,en,PENDING
cent,en,PENDING
centimetre,en,PENDING
central,en,PENDING
centralize,en,PENDING
centre,en,PENDING
century,en,PENDING
cereal,en,PENDING
certai,en,PENDING
certain,en,PENDING
certainly,en,PENDING
certainty,en,PENDING
certificate,en,PENDING
chai,en,PENDING
chain,en,PENDING
chair,en,PENDING
chairma,en,PENDING
chairman,en,PENDING
challenge,en,PENDING
challenging,en,PENDING
chamber,en,PENDING
champio,en,PENDING
champion,en,PENDING
championship,en,PENDING
chance,en,PENDING
change,en,PENDING
channel,en,PENDING
chaos,en,PENDING
chap,en,PENDING
chapter),en,PENDING
chapter,en,PENDING
character,en,PENDING
characteristic,en,PENDING
characteristics of,en,PENDING
characterization,en,PENDING
characterize,en,PENDING
characterized by,en,PENDING
charge,en,PENDING
charity,en,PENDING
charm,en,PENDING
charming,en,PENDING
chart,en,PENDING
charter,en,PENDING
chase,en,PENDING
chat,en,PENDING
cheap,en,PENDING
cheat,en,PENDING
check in at...,en,PENDING
check in,en,PENDING
check out of sth,en,PENDING
check out,en,PENDING
check sb out,en,PENDING
check sth in,en,PENDING
check sth out,en,PENDING
check,en,PENDING
cheek,en,PENDING
cheer,en,PENDING
cheese,en,PENDING
chemical,en,PENDING
chemist,en,PENDING
chemistry,en,PENDING
cheque,en,PENDING
cherry,en,PENDING
chest,en,PENDING
chicke,en,PENDING
chicken,en,PENDING
chief,en,PENDING
child,en,PENDING
childhood,en,PENDING
chip,en,PENDING
chocolate,en,PENDING
choice,en,PENDING
choir,en,PENDING
choose to do sth,en,PENDING
choose,en,PENDING
chop,en,PENDING
chronic,en,PENDING
chuck,en,PENDING
chunk,en,PENDING
church,en,PENDING
cigarette,en,PENDING
cinema,en,PENDING
circle,en,PENDING
circuit,en,PENDING
circulate,en,PENDING
circulation,en,PENDING
circumstance,en,PENDING
cite,en,PENDING
citize,en,PENDING
citizen,en,PENDING
citizenship,en,PENDING
city centre,en,PENDING
city,en,PENDING
civic,en,PENDING
civil,en,PENDING
civilian,en,PENDING
civilization,en,PENDING
claim that,en,PENDING
claim,en,PENDING
clarify,en,PENDING
clarity,en,PENDING
clash,en,PENDING
class,en,PENDING
classic,en,PENDING
classical,en,PENDING
classification,en,PENDING
classify,en,PENDING
classroom,en,PENDING
clea,en,PENDING
clean sth up,en,PENDING
clean up,en,PENDING
clean,en,PENDING
cleaner,en,PENDING
cleaning,en,PENDING
clear,en,PENDING
clearly,en,PENDING
clerk,en,PENDING
clever,en,PENDING
click on sth,en,PENDING
click,en,PENDING
client,en,PENDING
cliff,en,PENDING
climate change,en,PENDING
climate,en,PENDING
climb,en,PENDING
cling,en,PENDING
clinic,en,PENDING
clinical,en,PENDING
clip,en,PENDING
clock,en,PENDING
close to sb,en,PENDING
close to sth,en,PENDING
close,en,PENDING
closed,en,PENDING
closely,en,PENDING
closet,en,PENDING
closure,en,PENDING
cloth,en,PENDING
clothes,en,PENDING
cloud,en,PENDING
club,en,PENDING
clue,en,PENDING
cluster,en,PENDING
coach,en,PENDING
coal,en,PENDING
coalition,en,PENDING
coast,en,PENDING
coastal,en,PENDING
coat,en,PENDING
cocktail,en,PENDING
code,en,PENDING
coffee,en,PENDING
cognitive,en,PENDING
coi,en,PENDING
coin,en,PENDING
coincide,en,PENDING
coincidence,en,PENDING
cold,en,PENDING
collaborate,en,PENDING
collaboration,en,PENDING
collapse,en,PENDING
collar,en,PENDING
colleague,en,PENDING
collect,en,PENDING
collectio,en,PENDING
collection,en,PENDING
collective,en,PENDING
collector,en,PENDING
college,en,PENDING
collision,en,PENDING
colonial,en,PENDING
colony,en,PENDING
colour,en,PENDING
colourful,en,PENDING
colum,en,PENDING
column,en,PENDING
columnist,en,PENDING
combat,en,PENDING
combinatio,en,PENDING
combination,en,PENDING
combine,en,PENDING
come across sb,en,PENDING
come across sth,en,PENDING
come back to that,en,PENDING
come back to,en,PENDING
come back,en,PENDING
come from...,en,PENDING
come from…,en,PENDING
come into sth,en,PENDING
come on!,en,PENDING
come to,en,PENDING
come true,en,PENDING
come up with sth,en,PENDING
come,en,PENDING
comfort,en,PENDING
comfortable,en,PENDING
comic,en,PENDING
command,en,PENDING
commander,en,PENDING
commence,en,PENDING
comment,en,PENDING
commentary,en,PENDING
commentator,en,PENDING
commerce,en,PENDING
commercial,en,PENDING
commissio,en,PENDING
commission,en,PENDING
commissioner,en,PENDING
commit,en,PENDING
commitment,en,PENDING
committee,en,PENDING
commo,en,PENDING
commodity,en,PENDING
common,en,PENDING
commonly,en,PENDING
communicate,en,PENDING
communicatio,en,PENDING
communication 3000 in red accompanied by,en,PENDING
communication skills in english.,en,PENDING
communication,en,PENDING
communist,en,PENDING
community,en,PENDING
companion,en,PENDING
company,en,PENDING
comparable,en,PENDING
comparative,en,PENDING
compare,en,PENDING
compared to,en,PENDING
compared with sth,en,PENDING
compared with,en,PENDING
compariso,en,PENDING
comparison,en,PENDING
compassion,en,PENDING
compel,en,PENDING
compelling,en,PENDING
compensate,en,PENDING
compensation,en,PENDING
compete,en,PENDING
competence,en,PENDING
competent,en,PENDING
competitio,en,PENDING
competition,en,PENDING
competitive,en,PENDING
compile,en,PENDING
complai,en,PENDING
complain,en,PENDING
complaint,en,PENDING
complement,en,PENDING
complete,en,PENDING
completely,en,PENDING
completion,en,PENDING
complex,en,PENDING
complexity,en,PENDING
compliance,en,PENDING
complicated,en,PENDING
complication,en,PENDING
comply,en,PENDING
component,en,PENDING
compose,en,PENDING
composer,en,PENDING
composition,en,PENDING
compound,en,PENDING
comprehensive,en,PENDING
comprise,en,PENDING
compromise,en,PENDING
compulsory,en,PENDING
compute,en,PENDING
computer,en,PENDING
conceal,en,PENDING
concede,en,PENDING
conceive,en,PENDING
concentrate on sth,en,PENDING
concentrate,en,PENDING
concentratio,en,PENDING
concentration,en,PENDING
concept,en,PENDING
conception,en,PENDING
conceptual,en,PENDING
conceptualize,en,PENDING
concer,en,PENDING
concern,en,PENDING
concerned about sth,en,PENDING
concerned with sth,en,PENDING
concerned with,en,PENDING
concerned,en,PENDING
concerning,en,PENDING
concert,en,PENDING
concession,en,PENDING
conclude,en,PENDING
conclusio,en,PENDING
conclusion,en,PENDING
concrete,en,PENDING
condemn,en,PENDING
conditio,en,PENDING
condition,en,PENDING
conditional,en,PENDING
conduct,en,PENDING
confer,en,PENDING
conference,en,PENDING
confess,en,PENDING
confession,en,PENDING
confidence in sb,en,PENDING
confidence in sth,en,PENDING
confidence,en,PENDING
confident,en,PENDING
configuration,en,PENDING
confine,en,PENDING
confirm,en,PENDING
confirmation,en,PENDING
conflict,en,PENDING
confront,en,PENDING
confrontation,en,PENDING
confused,en,PENDING
confusing,en,PENDING
confusio,en,PENDING
confusion,en,PENDING
congratulate,en,PENDING
congratulatio,en,PENDING
congratulation,en,PENDING
congregation,en,PENDING
congressional,en,PENDING
connect,en,PENDING
connected to sth,en,PENDING
connected with sb,en,PENDING
connected with sth,en,PENDING
connectio,en,PENDING
connection,en,PENDING
conquer,en,PENDING
conscience,en,PENDING
conscious,en,PENDING
consciousness,en,PENDING
consecutive,en,PENDING
consensus,en,PENDING
consent,en,PENDING
consequence,en,PENDING
consequently,en,PENDING
conservation,en,PENDING
conservative,en,PENDING
conserve,en,PENDING
consider,en,PENDING
considerable,en,PENDING
considerably,en,PENDING
consideratio,en,PENDING
consideration,en,PENDING
considered to be,en,PENDING
consist of sb,en,PENDING
consist of sth,en,PENDING
consist,en,PENDING
consistency,en,PENDING
consistent with sth,en,PENDING
consistent with,en,PENDING
consistent,en,PENDING
consistently,en,PENDING
consolidate,en,PENDING
conspiracy,en,PENDING
constant,en,PENDING
constantly,en,PENDING
constituency,en,PENDING
constitute,en,PENDING
constitution,en,PENDING
constitutional,en,PENDING
constrain,en,PENDING
constraint,en,PENDING
construct,en,PENDING
constructio,en,PENDING
construction,en,PENDING
constructive,en,PENDING
consult,en,PENDING
consultant,en,PENDING
consultation,en,PENDING
consume,en,PENDING
consumer,en,PENDING
consumptio,en,PENDING
consumption,en,PENDING
contact,en,PENDING
contai,en,PENDING
contain,en,PENDING
contemplate,en,PENDING
contemporary,en,PENDING
contempt,en,PENDING
contend,en,PENDING
contender,en,PENDING
content,en,PENDING
contention,en,PENDING
contest,en,PENDING
context,en,PENDING
continually,en,PENDING
continue,en,PENDING
continuity,en,PENDING
continuous,en,PENDING
contract,en,PENDING
contractor,en,PENDING
contradiction,en,PENDING
contrary,en,PENDING
contrast,en,PENDING
contribute to sth,en,PENDING
contribute,en,PENDING
contributio,en,PENDING
contribution,en,PENDING
contributor,en,PENDING
control over sb,en,PENDING
control over sth,en,PENDING
control,en,PENDING
controversial,en,PENDING
controversy,en,PENDING
convenience,en,PENDING
convenient,en,PENDING
conventio,en,PENDING
convention,en,PENDING
conventional,en,PENDING
conversatio,en,PENDING
conversation,en,PENDING
conversion,en,PENDING
convert,en,PENDING
convey,en,PENDING
convict,en,PENDING
convictio,en,PENDING
conviction,en,PENDING
convince,en,PENDING
convincing,en,PENDING
cook,en,PENDING
cooker,en,PENDING
cookie,en,PENDING
cool,en,PENDING
cooperate,en,PENDING
cooperatio,en,PENDING
cooperation,en,PENDING
cooperative,en,PENDING
coordinate,en,PENDING
coordination,en,PENDING
coordinator,en,PENDING
cop,en,PENDING
cope with sth,en,PENDING
cope,en,PENDING
copper,en,PENDING
copy,en,PENDING
copyright,en,PENDING
cor,en,PENDING
core,en,PENDING
corn,en,PENDING
corner,en,PENDING
corporation,en,PENDING
corpuses or databases of authentic english,en,PENDING
correct,en,PENDING
correction,en,PENDING
correctly,en,PENDING
correlate,en,PENDING
correlation,en,PENDING
correspond,en,PENDING
correspondence,en,PENDING
correspondent,en,PENDING
corresponding to,en,PENDING
corresponding,en,PENDING
corridor,en,PENDING
corrupt,en,PENDING
corruption,en,PENDING
cost,en,PENDING
costly,en,PENDING
cottage,en,PENDING
cotto,en,PENDING
cotton,en,PENDING
could modal,en,PENDING
could,en,PENDING
council,en,PENDING
councillor,en,PENDING
counselling,en,PENDING
counsellor,en,PENDING
count,en,PENDING
counter,en,PENDING
counterpart,en,PENDING
countless,en,PENDING
country,en,PENDING
countryside,en,PENDING
county,en,PENDING
coup,en,PENDING
couple,en,PENDING
courage,en,PENDING
course,en,PENDING
court,en,PENDING
courtesy,en,PENDING
cousi,en,PENDING
cousin,en,PENDING
cover,en,PENDING
coverage,en,PENDING
cow,en,PENDING
crack,en,PENDING
craft,en,PENDING
crash,en,PENDING
crawl,en,PENDING
crazy,en,PENDING
create,en,PENDING
creatio,en,PENDING
creation,en,PENDING
creative,en,PENDING
creativity,en,PENDING
creator,en,PENDING
creature,en,PENDING
credibility,en,PENDING
credible,en,PENDING
credit card,en,PENDING
credit,en,PENDING
creep,en,PENDING
crew,en,PENDING
crime,en,PENDING
criminal,en,PENDING
crisis,en,PENDING
criterio,en,PENDING
criterion,en,PENDING
critic,en,PENDING
critical,en,PENDING
critically,en,PENDING
criticism,en,PENDING
criticize,en,PENDING
critique,en,PENDING
crop,en,PENDING
cross,en,PENDING
crow,en,PENDING
crowd,en,PENDING
crown,en,PENDING
crucial,en,PENDING
crude,en,PENDING
cruel,en,PENDING
cruise,en,PENDING
crush,en,PENDING
cry,en,PENDING
crystal,en,PENDING
cue,en,PENDING
cult,en,PENDING
cultivate,en,PENDING
cultural,en,PENDING
culturally,en,PENDING
culture,en,PENDING
cumulative,en,PENDING
cup,en,PENDING
cupboard,en,PENDING
curiosity,en,PENDING
curious,en,PENDING
currency,en,PENDING
current,en,PENDING
currently,en,PENDING
curriculum,en,PENDING
curtai,en,PENDING
curtain,en,PENDING
curve,en,PENDING
cushio,en,PENDING
cushion,en,PENDING
custody,en,PENDING
custom,en,PENDING
customer,en,PENDING
cut,en,PENDING
cute,en,PENDING
cutting,en,PENDING
cycle,en,PENDING
cynical,en,PENDING
dad,en,PENDING
daddy,en,PENDING
daft,en,PENDING
daily,en,PENDING
dairy,en,PENDING
dam,en,PENDING
damage,en,PENDING
damaging,en,PENDING
dance,en,PENDING
danger,en,PENDING
dangerous,en,PENDING
dare,en,PENDING
dark,en,PENDING
darkness,en,PENDING
darling,en,PENDING
data o,en,PENDING
data on,en,PENDING
data,en,PENDING
database,en,PENDING
date,en,PENDING
daughter,en,PENDING
dawn,en,PENDING
day,en,PENDING
dead,en,PENDING
deadline,en,PENDING
deadly,en,PENDING
deaf,en,PENDING
deal with sb,en,PENDING
deal with sth,en,PENDING
deal,en,PENDING
dealer,en,PENDING
dear,en,PENDING
death,en,PENDING
debate,en,PENDING
debris,en,PENDING
debt,en,PENDING
debut,en,PENDING
decade,en,PENDING
decent,en,PENDING
decide on sth,en,PENDING
decide,en,PENDING
decisio,en,PENDING
decision,en,PENDING
decision-making,en,PENDING
decisive,en,PENDING
deck,en,PENDING
declaration,en,PENDING
declare,en,PENDING
decline in sth,en,PENDING
decline,en,PENDING
decrease,en,PENDING
dedicated to sth,en,PENDING
dedicated,en,PENDING
dedication,en,PENDING
deed,en,PENDING
deem,en,PENDING
deep,en,PENDING
deeply,en,PENDING
default,en,PENDING
defeat,en,PENDING
defect,en,PENDING
defence,en,PENDING
defend,en,PENDING
defender,en,PENDING
defensive,en,PENDING
deficiency,en,PENDING
deficit,en,PENDING
define,en,PENDING
definite,en,PENDING
definitely,en,PENDING
definitio,en,PENDING
definition,en,PENDING
defy,en,PENDING
degree,en,PENDING
delay,en,PENDING
delegate,en,PENDING
delegation,en,PENDING
delete,en,PENDING
deliberately,en,PENDING
delicate,en,PENDING
deliver,en,PENDING
delivery,en,PENDING
demand,en,PENDING
democracy,en,PENDING
democratic,en,PENDING
demon,en,PENDING
demonstrate,en,PENDING
demonstratio,en,PENDING
demonstration,en,PENDING
denial,en,PENDING
denote,en,PENDING
denounce,en,PENDING
dense,en,PENDING
density,en,PENDING
dentist,en,PENDING
deny,en,PENDING
depart,en,PENDING
department,en,PENDING
departure,en,PENDING
depend o,en,PENDING
depend on sb for sth,en,PENDING
depend on sb,en,PENDING
depend on sth for sth,en,PENDING
depend on sth,en,PENDING
depend on,en,PENDING
depend,en,PENDING
dependence,en,PENDING
dependent o,en,PENDING
dependent on sb,en,PENDING
dependent on sth,en,PENDING
dependent on,en,PENDING
dependent,en,PENDING
depending on,en,PENDING
depends o,en,PENDING
depends on,en,PENDING
depict,en,PENDING
deploy,en,PENDING
deployment,en,PENDING
deposit,en,PENDING
depressio,en,PENDING
depression,en,PENDING
deprive sb of sth,en,PENDING
deprive sth of sth,en,PENDING
deprive,en,PENDING
depth,en,PENDING
deputy,en,PENDING
derive,en,PENDING
derived from,en,PENDING
descend,en,PENDING
descent,en,PENDING
describe,en,PENDING
descriptio,en,PENDING
description,en,PENDING
descriptive,en,PENDING
desert,en,PENDING
deserve,en,PENDING
desig,en,PENDING
design,en,PENDING
designate,en,PENDING
designer,en,PENDING
desirable,en,PENDING
desire,en,PENDING
desk,en,PENDING
desktop,en,PENDING
desperate,en,PENDING
desperately,en,PENDING
despite the fact that...,en,PENDING
despite the fact that…,en,PENDING
despite,en,PENDING
destroy,en,PENDING
destructio,en,PENDING
destruction,en,PENDING
destructive,en,PENDING
detail,en,PENDING
detailed,en,PENDING
detain,en,PENDING
detect,en,PENDING
detection,en,PENDING
detention,en,PENDING
deteriorate,en,PENDING
determinant,en,PENDING
determinatio,en,PENDING
determination,en,PENDING
determine,en,PENDING
determined by,en,PENDING
determined,en,PENDING
devastate,en,PENDING
develop,en,PENDING
developed,en,PENDING
developing countries,en,PENDING
development,en,PENDING
deviation,en,PENDING
device,en,PENDING
devil,en,PENDING
devise,en,PENDING
devote,en,PENDING
diagnose,en,PENDING
diagnosis,en,PENDING
diagram,en,PENDING
diamond,en,PENDING
diary,en,PENDING
dictate,en,PENDING
dictator,en,PENDING
dictionary of contemporary english marks all,en,PENDING
die,en,PENDING
diet,en,PENDING
differ,en,PENDING
difference i,en,PENDING
difference in,en,PENDING
difference,en,PENDING
differences between a and b,en,PENDING
differences i,en,PENDING
differences in,en,PENDING
different from,en,PENDING
different types of,en,PENDING
different,en,PENDING
differentiate,en,PENDING
differentiation,en,PENDING
differently,en,PENDING
difficult for sb,en,PENDING
difficult,en,PENDING
difficulty,en,PENDING
dig,en,PENDING
digital,en,PENDING
dignity,en,PENDING
dilemma,en,PENDING
dimensio,en,PENDING
dimension,en,PENDING
diminish,en,PENDING
dinner,en,PENDING
dip,en,PENDING
diplomat,en,PENDING
diplomatic,en,PENDING
direct,en,PENDING
directio,en,PENDING
direction,en,PENDING
directly,en,PENDING
director,en,PENDING
directory,en,PENDING
dirt,en,PENDING
dirty,en,PENDING
disability,en,PENDING
disabled,en,PENDING
disadvantage,en,PENDING
disagree,en,PENDING
disagreement,en,PENDING
disappear,en,PENDING
disappoint,en,PENDING
disappointed,en,PENDING
disappointment,en,PENDING
disaster,en,PENDING
disastrous,en,PENDING
disc,en,PENDING
discard,en,PENDING
discharge,en,PENDING
discipline,en,PENDING
disclose,en,PENDING
disclosure,en,PENDING
discount,en,PENDING
discourage,en,PENDING
discourse,en,PENDING
discover,en,PENDING
discovery,en,PENDING
discretion,en,PENDING
discrimination,en,PENDING
discuss,en,PENDING
discussio,en,PENDING
discussion,en,PENDING
disease,en,PENDING
disgusting,en,PENDING
dish,en,PENDING
disk,en,PENDING
dismiss,en,PENDING
dismissal,en,PENDING
disorder,en,PENDING
displace,en,PENDING
display,en,PENDING
disposal,en,PENDING
dispose of sb,en,PENDING
dispose of sth,en,PENDING
dispose,en,PENDING
dispute,en,PENDING
disrupt,en,PENDING
disruption,en,PENDING
dissolve,en,PENDING
distance,en,PENDING
distant,en,PENDING
distinct,en,PENDING
distinctio,en,PENDING
distinction,en,PENDING
distinctive,en,PENDING
distinguish,en,PENDING
distort,en,PENDING
distract,en,PENDING
distress,en,PENDING
distribute,en,PENDING
distributio,en,PENDING
distribution,en,PENDING
district,en,PENDING
disturb,en,PENDING
disturbing,en,PENDING
dive,en,PENDING
diverse,en,PENDING
diversity,en,PENDING
divert,en,PENDING
divide,en,PENDING
divine,en,PENDING
divisio,en,PENDING
division,en,PENDING
divorce,en,PENDING
do well,en,PENDING
do,en,PENDING
do?,en,PENDING
doctor,en,PENDING
doctrine,en,PENDING
document,en,PENDING
documentation,en,PENDING
does not appear to be,en,PENDING
dog,en,PENDING
dollar,en,PENDING
domain,en,PENDING
domestic,en,PENDING
dominance,en,PENDING
dominant,en,PENDING
dominate,en,PENDING
donation,en,PENDING
donor,en,PENDING
door,en,PENDING
dose,en,PENDING
dot,en,PENDING
double,en,PENDING
doubt,en,PENDING
dow,en,PENDING
down,en,PENDING
downstairs,en,PENDING
downtow,en,PENDING
downtown,en,PENDING
dozen number,en,PENDING
dozen,en,PENDING
draft,en,PENDING
drag,en,PENDING
drain,en,PENDING
drama,en,PENDING
dramatic,en,PENDING
dramatically,en,PENDING
draw attention to sb,en,PENDING
draw attention to sth,en,PENDING
draw,en,PENDING
drawer,en,PENDING
drawing,en,PENDING
dream,en,PENDING
dress,en,PENDING
drift,en,PENDING
drink,en,PENDING
drive,en,PENDING
driver,en,PENDING
driving,en,PENDING
drop,en,PENDING
drought,en,PENDING
drown,en,PENDING
drug,en,PENDING
drunk,en,PENDING
dry,en,PENDING
dual,en,PENDING
dub,en,PENDING
duck,en,PENDING
dude,en,PENDING
due to sb,en,PENDING
due to sth,en,PENDING
due to the fact that,en,PENDING
due to,en,PENDING
due,en,PENDING
dull,en,PENDING
dumb,en,PENDING
dump,en,PENDING
duo,en,PENDING
duration,en,PENDING
during,en,PENDING
dust,en,PENDING
duty,en,PENDING
dvd,en,PENDING
dynamic,en,PENDING
each one,en,PENDING
each other,en,PENDING
each,en,PENDING
eager,en,PENDING
ear,en,PENDING
early,en,PENDING
earn,en,PENDING
earnings,en,PENDING
earth,en,PENDING
ease,en,PENDING
easily,en,PENDING
east,en,PENDING
easter,en,PENDING
eastern,en,PENDING
easy,en,PENDING
eat,en,PENDING
echo,en,PENDING
ecological,en,PENDING
economic growth,en,PENDING
economic,en,PENDING
economically,en,PENDING
economics,en,PENDING
economist,en,PENDING
economy,en,PENDING
edge,en,PENDING
editio,en,PENDING
edition,en,PENDING
editor,en,PENDING
editorial,en,PENDING
educatio,en,PENDING
education,en,PENDING
educational,en,PENDING
educator,en,PENDING
effect,en,PENDING
effective,en,PENDING
effectively,en,PENDING
effectiveness,en,PENDING
efficacy,en,PENDING
efficiency,en,PENDING
efficient,en,PENDING
efficiently,en,PENDING
effort,en,PENDING
egg,en,PENDING
ego,en,PENDING
either,en,PENDING
elaborate,en,PENDING
elbow,en,PENDING
elderly,en,PENDING
elect,en,PENDING
electio,en,PENDING
election,en,PENDING
electoral,en,PENDING
electric,en,PENDING
electrical,en,PENDING
electricity,en,PENDING
electronic,en,PENDING
electronics,en,PENDING
elegant,en,PENDING
element,en,PENDING
elementary,en,PENDING
elements of,en,PENDING
elevate,en,PENDING
elevator,en,PENDING
eligible,en,PENDING
eliminate,en,PENDING
elite,en,PENDING
else,en,PENDING
elsewhere,en,PENDING
email,en,PENDING
embark,en,PENDING
embarrassed,en,PENDING
embarrassment,en,PENDING
embassy,en,PENDING
embed,en,PENDING
embody,en,PENDING
embrace,en,PENDING
emerge,en,PENDING
emergence,en,PENDING
emergency,en,PENDING
emeritus professor of english language,en,PENDING
emission,en,PENDING
emotio,en,PENDING
emotion,en,PENDING
emotional,en,PENDING
emotionally,en,PENDING
emphasis,en,PENDING
emphasize,en,PENDING
empire,en,PENDING
empirical,en,PENDING
empirically,en,PENDING
employ,en,PENDING
employee,en,PENDING
employer,en,PENDING
employment,en,PENDING
empower,en,PENDING
empty,en,PENDING
enable,en,PENDING
enact,en,PENDING
encode,en,PENDING
encompass,en,PENDING
encounter,en,PENDING
encourage,en,PENDING
encouragement,en,PENDING
encouraging,en,PENDING
end in sth,en,PENDING
end up,en,PENDING
end with sth,en,PENDING
end,en,PENDING
endeavour,en,PENDING
endless,en,PENDING
endorse,en,PENDING
endorsement,en,PENDING
endure,en,PENDING
enemy,en,PENDING
energy,en,PENDING
enforce,en,PENDING
enforcement,en,PENDING
engage in sth,en,PENDING
engage,en,PENDING
engaged in sth,en,PENDING
engagement,en,PENDING
engaging,en,PENDING
engine,en,PENDING
engineer,en,PENDING
engineering,en,PENDING
english. note that is has no marker for writte,en,PENDING
enhance,en,PENDING
enjoy,en,PENDING
enjoyable,en,PENDING
enormous,en,PENDING
enough,en,PENDING
enquire,en,PENDING
enquiry,en,PENDING
enrich,en,PENDING
enrol,en,PENDING
ensue,en,PENDING
ensure,en,PENDING
enter,en,PENDING
enterprise,en,PENDING
entertaining,en,PENDING
entertainment,en,PENDING
enthusiasm,en,PENDING
enthusiast,en,PENDING
enthusiastic,en,PENDING
entire,en,PENDING
entirely,en,PENDING
entitle,en,PENDING
entity,en,PENDING
entrance,en,PENDING
entrepreneur,en,PENDING
entry,en,PENDING
envelope,en,PENDING
environment,en,PENDING
environmental,en,PENDING
epidemic,en,PENDING
equal,en,PENDING
equality,en,PENDING
equally,en,PENDING
equation,en,PENDING
equip,en,PENDING
equipment,en,PENDING
equivalence,en,PENDING
equivalent,en,PENDING
era,en,PENDING
erect,en,PENDING
error,en,PENDING
erupt,en,PENDING
escalate,en,PENDING
escape,en,PENDING
especially,en,PENDING
essay,en,PENDING
essence,en,PENDING
essential,en,PENDING
essentially,en,PENDING
establish,en,PENDING
establishment,en,PENDING
estate,en,PENDING
estimate,en,PENDING
estimation,en,PENDING
et al,en,PENDING
et cetera et cetera,en,PENDING
et cetera,en,PENDING
eternal,en,PENDING
ethic,en,PENDING
ethical,en,PENDING
ethnic,en,PENDING
ethnicity,en,PENDING
evacuate,en,PENDING
evaluate,en,PENDING
evaluation,en,PENDING
eve,en,PENDING
even if,en,PENDING
even in the absence of any,en,PENDING
even in the absence of,en,PENDING
even more difficult,en,PENDING
even more exciting,en,PENDING
even more...,en,PENDING
even more…,en,PENDING
even though,en,PENDING
even,en,PENDING
evening,en,PENDING
event,en,PENDING
eventually,en,PENDING
ever since,en,PENDING
ever since...,en,PENDING
ever,en,PENDING
every day,en,PENDING
every week,en,PENDING
every year,en,PENDING
every,en,PENDING
everybody,en,PENDING
everyone else,en,PENDING
everyone,en,PENDING
everything,en,PENDING
everywhere,en,PENDING
evidence for,en,PENDING
evidence of,en,PENDING
evidence that,en,PENDING
evidence,en,PENDING
evident,en,PENDING
evil,en,PENDING
evoke,en,PENDING
evolution,en,PENDING
evolutionary,en,PENDING
evolve,en,PENDING
exact,en,PENDING
exactly the same,en,PENDING
exactly,en,PENDING
exaggerate,en,PENDING
exam,en,PENDING
examinatio,en,PENDING
examination,en,PENDING
examine,en,PENDING
example,en,PENDING
exceed,en,PENDING
excellence,en,PENDING
excellent,en,PENDING
except for,en,PENDING
except,en,PENDING
exceptio,en,PENDING
exception,en,PENDING
exceptional,en,PENDING
excess,en,PENDING
excessive,en,PENDING
exchange,en,PENDING
excitement,en,PENDING
exciting,en,PENDING
exclude,en,PENDING
exclusion,en,PENDING
exclusive,en,PENDING
exclusively,en,PENDING
excuse me,en,PENDING
excuse,en,PENDING
execute,en,PENDING
execution,en,PENDING
executive,en,PENDING
exemplify,en,PENDING
exercise,en,PENDING
exert,en,PENDING
exhibit,en,PENDING
exhibitio,en,PENDING
exhibition,en,PENDING
exile,en,PENDING
exist,en,PENDING
existence,en,PENDING
existing,en,PENDING
exit,en,PENDING
exotic,en,PENDING
expand,en,PENDING
expansio,en,PENDING
expansion,en,PENDING
expect,en,PENDING
expectatio,en,PENDING
expectation,en,PENDING
expenditure,en,PENDING
expense,en,PENDING
expensive,en,PENDING
experience in sth,en,PENDING
experience,en,PENDING
experienced,en,PENDING
experiment,en,PENDING
experimental,en,PENDING
expert,en,PENDING
expertise,en,PENDING
expire,en,PENDING
explai,en,PENDING
explain,en,PENDING
explanatio,en,PENDING
explanation,en,PENDING
explanatory,en,PENDING
explicit,en,PENDING
explicitly,en,PENDING
exploit,en,PENDING
exploitation,en,PENDING
exploration,en,PENDING
explore,en,PENDING
explosio,en,PENDING
explosion,en,PENDING
explosive,en,PENDING
export,en,PENDING
expose,en,PENDING
exposure to sth,en,PENDING
exposure,en,PENDING
express,en,PENDING
expressio,en,PENDING
expression,en,PENDING
extend,en,PENDING
extensio,en,PENDING
extension,en,PENDING
extensive,en,PENDING
extensively,en,PENDING
extent,en,PENDING
external,en,PENDING
extra,en,PENDING
extract,en,PENDING
extraordinary,en,PENDING
extreme,en,PENDING
extremely,en,PENDING
extremist,en,PENDING
eye,en,PENDING
fa,en,PENDING
fabric,en,PENDING
fabulous,en,PENDING
face,en,PENDING
facilitate,en,PENDING
facility,en,PENDING
fact,en,PENDING
faction,en,PENDING
factor,en,PENDING
factory,en,PENDING
faculty,en,PENDING
fade,en,PENDING
fail to do sth,en,PENDING
fail,en,PENDING
failed,en,PENDING
failure,en,PENDING
fair,en,PENDING
fairly,en,PENDING
fairness,en,PENDING
faith,en,PENDING
fake,en,PENDING
fall asleep,en,PENDING
fall in love with sb,en,PENDING
fall in love,en,PENDING
fall off sth,en,PENDING
fall off,en,PENDING
fall,en,PENDING
